Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status,is_eligible,age_employment_ratio,income_per_credit_year
35.0,26000.0,Rent,3.0,Personal,A,8000.0,7.9,0.31,N,6.0,True,True,0.08571428571428572,4333.333333333333
39.0,91992.0,Mortgage,0.0,Homeimprovement,A,3350.0,5.42,0.04,N,11.0,False,True,0.0,8362.90909090909
28.0,40000.0,Rent,2.0,Personal,B,14000.0,11.89,0.35,N,5.0,True,True,0.07142857142857142,8000.0
28.0,50000.0,Rent,0.0,Medical,C,8000.0,14.27,0.16,N,9.0,False,True,0.0,5555.555555555556
28.0,80748.0,Mortgage,5.0,Medical,A,5000.0,7.51,0.06,N,9.0,False,True,0.17857142857142858,8972.0
24.0,37000.0,Mortgage,4.0,Medical,A,4000.0,11.012,0.11,N,4.0,False,True,0.16666666666666666,9250.0
24.0,38000.0,Rent,8.0,Personal,C,6500.0,11.34,0.17,Y,3.0,False,True,0.3333333333333333,12666.666666666666
23.0,94200.0,Mortgage,6.0,Education,A,18000.0,6.54,0.19,N,3.0,False,True,0.2608695652173913,31400.0
30.0,60000.0,Mortgage,14.0,Venture,A,8000.0,7.51,0.13,N,10.0,False,True,0.4666666666666667,6000.0
32.0,110888.0,Mortgage,0.0,Homeimprovement,B,10400.0,9.91,0.09,N,7.0,False,True,0.0,15841.142857142857
27.0,225000.0,Mortgage,11.0,Debtconsolidation,A,28000.0,11.074,0.12,N,8.0,False,True,0.4074074074074074,28125.0
27.0,60000.0,Mortgage,6.0,Personal,A,10000.0,7.49,0.17,N,7.0,False,True,0.2222222222222222,8571.42857142857
23.0,43200.0,Own,6.0,Venture,E,13000.0,15.95,0.3,N,2.0,False,True,0.2608695652173913,21600.0
27.0,65000.0,Rent,11.0,Venture,B,20000.0,13.938,0.31,N,5.0,True,True,0.4074074074074074,13000.0
25.0,98000.0,Own,0.0,Personal,A,2000.0,7.37,0.02,N,2.0,False,True,0.0,49000.0
25.0,49000.0,Rent,10.0,Education,A,9600.0,7.51,0.2,N,4.0,True,True,0.4,12250.0
25.0,75000.0,Mortgage,7.0,Personal,B,15000.0,9.99,0.2,N,2.0,False,True,0.28,37500.0
30.0,25000.0,Rent,2.0,Homeimprovement,B,5000.0,9.91,0.2,N,7.0,True,True,0.06666666666666667,3571.4285714285716
25.0,114000.0,Rent,3.0,Education,B,17000.0,10.37,0.15,N,3.0,False,True,0.12,38000.0
24.0,30000.0,Own,7.0,Homeimprovement,C,10000.0,12.61,0.33,Y,2.0,False,True,0.2916666666666667,15000.0
24.0,47300.0,Mortgage,5.0,Personal,A,9500.0,8.49,0.2,N,2.0,False,True,0.20833333333333334,23650.0
23.0,73500.0,Rent,7.0,Education,A,18000.0,11.944,0.24,N,2.0,False,True,0.30434782608695654,36750.0
27.0,60000.0,Rent,0.0,Debtconsolidation,B,6000.0,9.25,0.1,N,9.0,False,True,0.0,6666.666666666667
23.0,95000.0,Mortgage,7.0,Education,A,28000.0,7.9,0.29,N,2.0,False,True,0.30434782608695654,47500.0
23.0,46000.0,Rent,7.0,Homeimprovement,C,10000.0,13.43,0.22,N,4.0,True,True,0.30434782608695654,11500.0
40.0,71000.0,Mortgage,5.0,Education,E,7000.0,15.38,0.1,Y,12.0,False,True,0.125,5916.666666666667
30.0,55000.0,Mortgage,1.0,Personal,B,6500.0,10.99,0.12,N,9.0,False,True,0.03333333333333333,6111.111111111111
31.0,75000.0,Rent,1.0,Personal,A,1200.0,6.54,0.02,N,5.0,False,True,0.03225806451612903,15000.0
36.0,100671.0,Mortgage,6.0,Medical,B,12000.0,10.650000000000002,0.12,N,14.0,False,True,0.16666666666666666,7190.785714285715
38.0,18720.0,Own,22.0,Venture,B,2500.0,11.86,0.13,N,15.0,False,True,0.5789473684210527,1248.0
31.0,75000.0,Mortgage,4.0,Debtconsolidation,B,13800.0,10.354,0.18,N,9.0,False,True,0.12903225806451613,8333.333333333334
44.0,36000.0,Mortgage,1.0,Homeimprovement,C,12000.0,13.99,0.33,N,12.0,False,True,0.022727272727272728,3000.0
31.0,75797.0,Rent,8.0,Medical,C,5600.0,13.22,0.07,Y,8.0,False,True,0.25806451612903225,9474.625
27.0,30000.0,Rent,2.0,Education,B,2000.0,11.49,0.07,N,8.0,False,True,0.07407407407407407,3750.0
33.0,50000.0,Own,1.0,Venture,D,12000.0,13.99,0.24,Y,7.0,False,True,0.030303030303030304,7142.857142857143
26.0,24000.0,Rent,5.0,Medical,A,6000.0,6.62,0.25,N,2.0,False,True,0.19230769230769232,12000.0
46.0,60070.0,Rent,2.0,Personal,C,5500.0,14.22,0.09,Y,17.0,False,True,0.043478260869565216,3533.529411764706
34.0,65000.0,Mortgage,5.0,Education,B,21200.0,9.99,0.33,N,6.0,False,True,0.14705882352941177,10833.333333333334
40.0,42996.0,Mortgage,5.0,Venture,C,8400.0,13.49,0.2,Y,12.0,False,True,0.125,3583.0
36.0,81996.0,Rent,4.0,Personal,D,15000.0,14.09,0.18,N,16.0,False,True,0.1111111111111111,5124.75
22.0,120000.0,Mortgage,4.0,Education,A,6000.0,8.9,0.05,N,3.0,False,True,0.18181818181818182,40000.0
28.0,64900.0,Mortgage,12.0,Debtconsolidation,D,25000.0,15.37,0.39,N,6.0,True,True,0.42857142857142855,10816.666666666666
34.0,103363.0,Mortgage,4.0,Debtconsolidation,B,15000.0,13.118,0.15,N,8.0,False,True,0.11764705882352941,12920.375
22.0,130000.0,Mortgage,1.0,Venture,A,13000.0,8.94,0.1,N,4.0,False,True,0.045454545454545456,32500.0
36.0,60996.0,Mortgage,8.0,Debtconsolidation,B,15000.0,9.63,0.25,N,14.0,False,True,0.2222222222222222,4356.857142857143
35.0,17640.0,Own,4.0,Medical,D,4000.0,16.29,0.23,N,7.0,True,True,0.11428571428571428,2520.0
33.0,54000.0,Mortgage,6.0,Education,B,2100.0,9.99,0.04,N,6.0,False,True,0.18181818181818182,9000.0
34.0,45996.0,Rent,4.0,Debtconsolidation,A,18000.0,9.964,0.39,N,9.0,True,True,0.11764705882352941,5110.666666666667
38.0,47000.0,Rent,4.0,Personal,C,7000.0,13.35,0.15,Y,13.0,False,True,0.10526315789473684,3615.3846153846152
22.0,52000.0,Rent,1.0,Education,C,12000.0,13.61,0.23,Y,3.0,False,True,0.045454545454545456,17333.333333333332
25.0,50000.0,Mortgage,9.0,Personal,A,12000.0,8.120000000000001,0.24,N,2.0,False,True,0.36,25000.0
24.0,75000.0,Rent,4.0,Venture,A,10000.0,6.62,0.13,N,2.0,False,True,0.16666666666666666,37500.0
28.0,87950.0,Mortgage,12.0,Personal,B,24000.0,10.75,0.27,N,7.0,False,True,0.42857142857142855,12564.285714285714
29.0,69000.0,Mortgage,13.0,Medical,B,15000.0,10.62,0.22,N,6.0,False,True,0.4482758620689655,11500.0
25.0,83800.0,Rent,2.0,Debtconsolidation,D,25000.0,15.95,0.3,Y,3.0,True,True,0.08,27933.333333333332
22.0,34000.0,Rent,2.0,Homeimprovement,C,2500.0,13.57,0.07,Y,3.0,True,True,0.09090909090909091,11333.333333333334
32.0,108202.0,Mortgage,6.0,Medical,C,9600.0,13.79,0.09,Y,6.0,False,True,0.1875,18033.666666666668
24.0,37000.0,Mortgage,7.0,Debtconsolidation,A,6250.0,7.14,0.17,N,4.0,True,True,0.2916666666666667,9250.0
28.0,72000.0,Own,6.0,Medical,B,25000.0,11.11,0.35,N,8.0,False,True,0.21428571428571427,9000.0
25.0,63000.0,Rent,3.0,Medical,A,8900.0,7.29,0.14,N,3.0,False,True,0.12,21000.0
23.0,29000.0,Rent,0.0,Venture,F,8000.0,18.3,0.28,N,2.0,True,True,0.0,14500.0
22.0,66000.0,Rent,0.0,Venture,C,3300.0,14.65,0.05,Y,2.0,False,True,0.0,33000.0
31.0,60000.0,Own,3.0,Debtconsolidation,D,5000.0,16.49,0.08,N,9.0,False,True,0.0967741935483871,6666.666666666667
23.0,31000.0,Rent,0.0,Medical,A,10000.0,7.51,0.32,N,2.0,True,True,0.0,15500.0
28.0,55000.0,Mortgage,4.0,Venture,A,20000.0,6.62,0.36,N,6.0,False,True,0.14285714285714285,9166.666666666666
33.0,98784.0,Mortgage,3.0,Medical,B,10000.0,11.254,0.1,N,7.0,False,True,0.09090909090909091,14112.0
24.0,132132.0,Mortgage,8.0,Medical,A,28000.0,8.49,0.21,N,3.0,False,True,0.3333333333333333,44044.0
21.0,25000.0,Own,0.0,Education,B,8800.0,9.33,0.35,N,3.0,False,True,0.0,8333.333333333334
26.0,30000.0,Rent,2.0,Venture,B,1200.0,10.14,0.04,N,4.0,False,True,0.07692307692307693,7500.0
41.0,55000.0,Rent,3.0,Venture,A,1500.0,5.99,0.03,N,15.0,False,True,0.07317073170731707,3666.6666666666665
21.0,180000.0,Mortgage,0.0,Education,A,5000.0,8.07,0.03,N,3.0,False,True,0.0,60000.0
23.0,55000.0,Rent,7.0,Venture,C,8000.0,13.11,0.15,N,3.0,False,True,0.30434782608695654,18333.333333333332
23.0,98000.0,Mortgage,4.0,Education,A,14500.0,8.94,0.15,N,3.0,False,True,0.17391304347826086,32666.666666666668
22.0,60000.0,Rent,0.0,Venture,A,5500.0,7.88,0.09,N,3.0,False,True,0.0,20000.0
22.0,24960.0,Own,4.0,Personal,A,4525.0,7.51,0.18,N,4.0,False,True,0.18181818181818182,6240.0
28.0,61838.0,Mortgage,12.0,Education,A,10675.0,7.49,0.17,N,7.0,False,True,0.42857142857142855,8834.0
26.0,34100.0,Rent,0.0,Debtconsolidation,A,11500.0,6.62,0.34,N,3.0,True,True,0.0,11366.666666666666
26.0,33660.0,Mortgage,0.0,Debtconsolidation,A,4500.0,5.99,0.13,N,2.0,True,True,0.0,16830.0
26.0,97000.0,Rent,1.0,Education,A,21000.0,7.9,0.22,N,3.0,False,True,0.038461538461538464,32333.333333333332
30.0,91644.0,Mortgage,14.0,Venture,C,5000.0,11.03,0.05,Y,7.0,False,True,0.4666666666666667,13092.0
27.0,98500.0,Rent,5.0,Homeimprovement,C,7200.0,14.35,0.07,Y,6.0,False,True,0.18518518518518517,16416.666666666668
28.0,56000.0,Mortgage,4.0,Debtconsolidation,A,15000.0,7.49,0.27,N,9.0,False,True,0.14285714285714285,6222.222222222223
25.0,45000.0,Rent,2.0,Debtconsolidation,C,1800.0,12.61,0.04,Y,4.0,False,True,0.08,11250.0
24.0,52000.0,Rent,3.0,Medical,B,4000.0,9.88,0.08,N,2.0,False,True,0.125,26000.0
31.0,99000.0,Rent,0.0,Homeimprovement,C,5675.0,13.23,0.06,Y,8.0,False,True,0.0,12375.0
50.0,36000.0,Rent,0.0,Venture,B,5000.0,10.37,0.14,N,16.0,False,True,0.0,2250.0
25.0,60000.0,Rent,1.0,Personal,A,10000.0,11.920000000000002,0.17,N,4.0,False,True,0.04,15000.0
34.0,46000.0,Rent,1.0,Personal,B,5850.0,11.12,0.13,N,8.0,False,True,0.029411764705882353,5750.0
24.0,54000.0,Rent,0.0,Debtconsolidation,D,7000.0,15.99,0.13,Y,3.0,True,True,0.0,18000.0
25.0,96000.0,Rent,3.0,Venture,B,12000.0,11.99,0.12,N,3.0,False,True,0.12,32000.0
30.0,84996.0,Mortgage,4.0,Personal,B,8000.0,12.69,0.09,N,7.0,False,True,0.13333333333333333,12142.285714285714
22.0,52596.0,Rent,1.0,Personal,B,15000.0,10.74,0.29,N,2.0,False,True,0.045454545454545456,26298.0
35.0,30000.0,Mortgage,2.0,Education,A,3300.0,5.99,0.11,N,6.0,False,True,0.05714285714285714,5000.0
23.0,67000.0,Own,1.0,Venture,A,3250.0,6.76,0.05,N,2.0,False,True,0.043478260869565216,33500.0
27.0,60000.0,Mortgage,6.0,Venture,B,5100.0,11.49,0.08,N,6.0,False,True,0.2222222222222222,10000.0
27.0,104000.0,Rent,8.0,Homeimprovement,A,12800.0,7.29,0.12,N,5.0,False,True,0.2962962962962963,20800.0
36.0,90000.0,Mortgage,2.0,Education,D,20000.0,14.61,0.22,Y,11.0,False,True,0.05555555555555555,8181.818181818182
25.0,128000.0,Mortgage,4.0,Homeimprovement,B,10000.0,11.58,0.08,N,2.0,True,True,0.16,64000.0
23.0,45000.0,Rent,7.0,Education,B,9000.0,10.65,0.2,N,2.0,False,True,0.30434782608695654,22500.0
25.0,85000.0,Rent,1.0,Education,A,12000.0,9.71,0.14,N,2.0,False,True,0.04,42500.0
24.0,80000.0,Mortgage,0.0,Personal,A,6000.0,8.59,0.08,N,4.0,False,True,0.0,20000.0
21.0,67000.0,Mortgage,5.0,Education,D,25000.0,15.65,0.37,Y,2.0,False,True,0.23809523809523808,33500.0
22.0,36000.0,Own,6.0,Education,B,14500.0,10.99,0.4,N,3.0,False,True,0.2727272727272727,12000.0
33.0,56100.0,Own,13.0,Homeimprovement,A,16000.0,6.03,0.29,N,8.0,False,True,0.3939393939393939,7012.5
22.0,90000.0,Mortgage,6.0,Debtconsolidation,A,16000.0,6.03,0.18,N,3.0,False,True,0.2727272727272727,30000.0
34.0,148000.0,Rent,0.0,Homeimprovement,B,20000.0,12.446,0.14,N,6.0,True,True,0.0,24666.666666666668
22.0,35000.0,Rent,0.0,Education,B,3000.0,11.986,0.09,N,2.0,False,True,0.0,17500.0
33.0,68004.0,Rent,17.0,Education,C,5000.0,13.49,0.07,N,8.0,False,True,0.5151515151515151,8500.5
22.0,44000.0,Mortgage,4.0,Education,B,10000.0,12.69,0.23,N,2.0,False,True,0.18181818181818182,22000.0
29.0,27911.0,Rent,1.0,Medical,E,5000.0,17.51,0.18,N,7.0,True,True,0.034482758620689655,3987.285714285714
29.0,67000.0,Mortgage,13.0,Homeimprovement,A,10000.0,7.14,0.15,N,6.0,False,True,0.4482758620689655,11166.666666666666
28.0,99400.0,Mortgage,6.0,Medical,B,4800.0,9.436000000000002,0.05,N,7.0,False,True,0.21428571428571427,14200.0
27.0,52000.0,Mortgage,7.0,Debtconsolidation,A,5000.0,7.75,0.1,N,7.0,False,True,0.25925925925925924,7428.571428571428
23.0,42000.0,Rent,2.0,Education,B,12000.0,10.65,0.29,N,4.0,False,True,0.08695652173913043,10500.0
31.0,65200.0,Mortgage,7.0,Debtconsolidation,A,7000.0,8.0,0.11,N,7.0,False,True,0.22580645161290322,9314.285714285714
21.0,35000.0,Rent,3.0,Medical,B,6400.0,12.69,0.18,N,4.0,False,True,0.14285714285714285,8750.0
37.0,63000.0,Rent,1.0,Education,A,14900.0,9.63,0.24,N,17.0,False,True,0.02702702702702703,3705.8823529411766
22.0,55500.0,Mortgage,6.0,Medical,A,3000.0,7.37,0.05,N,2.0,False,True,0.2727272727272727,27750.0
24.0,42000.0,Mortgage,5.0,Debtconsolidation,A,19200.0,7.9,0.46,N,2.0,False,True,0.20833333333333334,21000.0
25.0,32000.0,Rent,1.0,Medical,B,4000.0,11.49,0.12,N,4.0,False,True,0.04,8000.0
28.0,48000.0,Mortgage,4.0,Personal,B,3000.0,11.99,0.06,N,10.0,False,True,0.14285714285714285,4800.0
25.0,34800.0,Rent,2.0,Personal,D,5000.0,16.02,0.14,Y,3.0,True,True,0.08,11600.0
25.0,34000.0,Mortgage,2.0,Venture,C,15450.0,11.22,0.45,N,4.0,True,True,0.08,8500.0
28.0,30000.0,Mortgage,2.0,Medical,A,10500.0,8.94,0.35,N,8.0,False,True,0.07142857142857142,3750.0
28.0,80004.0,Mortgage,5.0,Medical,A,12000.0,6.91,0.15,N,6.0,False,True,0.17857142857142858,13334.0
21.0,71688.0,Mortgage,2.0,Education,D,7500.0,13.17,0.1,Y,4.0,False,True,0.09523809523809523,17922.0
22.0,75000.0,Mortgage,6.0,Education,A,11000.0,5.42,0.15,N,2.0,False,True,0.2727272727272727,37500.0
25.0,108820.0,Rent,4.0,Education,B,15000.0,9.63,0.14,N,3.0,False,True,0.16,36273.333333333336
25.0,35000.0,Mortgage,1.0,Homeimprovement,D,5400.0,12.17,0.15,N,4.0,False,True,0.04,8750.0
21.0,30000.0,Rent,0.0,Education,B,1000.0,10.99,0.03,N,4.0,False,True,0.0,7500.0
24.0,120000.0,Mortgage,3.0,Medical,A,4800.0,5.99,0.04,N,4.0,False,True,0.125,30000.0
23.0,65280.0,Own,4.0,Medical,B,18000.0,10.99,0.28,N,4.0,False,True,0.17391304347826086,16320.0
31.0,225000.0,Mortgage,5.0,Homeimprovement,A,28000.0,7.49,0.12,N,6.0,False,True,0.16129032258064516,37500.0
26.0,35000.0,Mortgage,10.0,Homeimprovement,B,2500.0,9.25,0.07,N,3.0,False,True,0.38461538461538464,11666.666666666666
22.0,66000.0,Rent,6.0,Debtconsolidation,E,11750.0,17.14,0.18,N,2.0,True,True,0.2727272727272727,33000.0
25.0,65000.0,Rent,2.0,Education,C,10000.0,13.79,0.15,Y,3.0,False,True,0.08,21666.666666666668
36.0,62200.0,Rent,3.0,Homeimprovement,B,11200.0,10.59,0.18,N,16.0,False,True,0.08333333333333333,3887.5
22.0,135000.0,Mortgage,0.0,Debtconsolidation,A,10800.0,8.0,0.08,N,4.0,False,True,0.0,33750.0
22.0,40000.0,Rent,3.0,Debtconsolidation,A,1000.0,7.9,0.02,N,4.0,False,True,0.13636363636363635,10000.0
29.0,54996.0,Rent,8.0,Debtconsolidation,A,3600.0,9.63,0.07,N,5.0,False,True,0.27586206896551724,10999.2
25.0,96901.0,Rent,3.0,Personal,C,20000.0,12.19,0.21,N,3.0,True,True,0.12,32300.333333333332
25.0,100000.0,Mortgage,9.0,Medical,B,14000.0,10.25,0.14,N,2.0,False,True,0.36,50000.0
23.0,39292.0,Mortgage,3.0,Medical,A,3250.0,10.85,0.08,N,3.0,True,True,0.13043478260869565,13097.333333333334
25.0,34200.0,Rent,1.0,Education,B,4000.0,13.638,0.12,N,2.0,False,True,0.04,17100.0
31.0,61400.0,Mortgage,15.0,Personal,B,15000.0,10.25,0.24,N,10.0,False,True,0.4838709677419355,6140.0
27.0,45760.0,Mortgage,0.0,Personal,A,9300.0,9.255999999999998,0.2,N,10.0,False,True,0.0,4576.0
33.0,40000.0,Mortgage,4.0,Personal,A,12000.0,11.128,0.3,N,5.0,False,True,0.12121212121212122,8000.0
25.0,24000.0,Rent,9.0,Personal,B,9600.0,11.71,0.4,N,4.0,True,True,0.36,6000.0
23.0,40104.0,Other,7.0,Education,C,10000.0,12.72,0.25,Y,2.0,False,True,0.30434782608695654,20052.0
24.0,80000.0,Rent,5.0,Venture,B,10000.0,11.14,0.12,N,4.0,False,True,0.20833333333333334,20000.0
21.0,60000.0,Rent,3.0,Debtconsolidation,B,5600.0,9.25,0.09,N,3.0,False,True,0.14285714285714285,20000.0
32.0,73000.0,Mortgage,7.0,Personal,A,9600.0,7.9,0.13,N,7.0,False,True,0.21875,10428.57142857143
25.0,33000.0,Rent,1.0,Venture,C,7100.0,14.65,0.22,Y,3.0,True,True,0.04,11000.0
24.0,175000.0,Own,3.0,Venture,B,8000.0,11.14,0.05,N,4.0,False,True,0.125,43750.0
22.0,20000.0,Rent,7.0,Education,A,1675.0,7.74,0.08,N,3.0,False,True,0.3181818181818182,6666.666666666667
31.0,51500.0,Rent,6.0,Education,D,19000.0,14.83,0.37,Y,10.0,True,True,0.1935483870967742,5150.0
23.0,37000.0,Rent,1.0,Education,A,10400.0,7.66,0.28,N,4.0,False,True,0.043478260869565216,9250.0
26.0,62900.0,Mortgage,4.0,Medical,A,11000.0,7.9,0.17,N,3.0,True,True,0.15384615384615385,20966.666666666668
32.0,40704.0,Mortgage,9.0,Homeimprovement,B,10000.0,9.63,0.25,N,7.0,False,True,0.28125,5814.857142857143
30.0,46800.0,Rent,0.0,Education,A,7500.0,7.88,0.16,N,10.0,False,True,0.0,4680.0
28.0,90000.0,Mortgage,12.0,Homeimprovement,C,12000.0,13.92,0.13,N,6.0,False,True,0.42857142857142855,15000.0
26.0,34138.0,Rent,3.0,Debtconsolidation,B,12000.0,10.39,0.35,N,2.0,True,True,0.11538461538461539,17069.0
25.0,42504.0,Mortgage,9.0,Medical,A,10000.0,7.29,0.24,N,2.0,False,True,0.36,21252.0
24.0,80004.0,Own,8.0,Homeimprovement,B,25000.0,10.36,0.31,N,3.0,False,True,0.3333333333333333,26668.0
22.0,72000.0,Rent,3.0,Education,C,7500.0,11.41,0.1,N,3.0,False,True,0.13636363636363635,24000.0
32.0,47000.0,Rent,2.0,Education,A,8000.0,8.59,0.17,N,9.0,False,True,0.0625,5222.222222222223
34.0,28800.0,Rent,0.0,Debtconsolidation,F,2500.0,21.36,0.09,N,7.0,True,True,0.0,4114.285714285715
25.0,21600.0,Rent,0.0,Education,C,4900.0,13.72,0.23,Y,2.0,False,True,0.0,10800.0
31.0,90400.0,Mortgage,9.0,Medical,B,9500.0,10.37,0.11,N,6.0,False,True,0.2903225806451613,15066.666666666666
21.0,28416.0,Rent,6.0,Personal,A,4600.0,9.376,0.16,N,2.0,False,True,0.2857142857142857,14208.0
30.0,75000.0,Rent,9.0,Personal,D,25000.0,15.2,0.33,N,5.0,True,True,0.3,15000.0
22.0,179000.0,Mortgage,2.0,Venture,B,25000.0,10.99,0.14,N,4.0,False,True,0.09090909090909091,44750.0
26.0,65000.0,Rent,3.0,Medical,A,2000.0,7.51,0.03,N,2.0,False,True,0.11538461538461539,32500.0
33.0,57000.0,Mortgage,4.0,Debtconsolidation,A,13000.0,7.88,0.23,N,5.0,False,True,0.12121212121212122,11400.0
27.0,41400.0,Rent,2.0,Debtconsolidation,B,9600.0,10.09,0.23,N,5.0,False,True,0.07407407407407407,8280.0
23.0,55200.0,Mortgage,7.0,Education,B,4000.0,10.08,0.07,N,4.0,False,True,0.30434782608695654,13800.0
29.0,125000.0,Rent,2.0,Debtconsolidation,A,14000.0,9.63,0.11,N,6.0,False,True,0.06896551724137931,20833.333333333332
24.0,180000.0,Rent,8.0,Education,E,18000.0,18.64,0.1,Y,4.0,False,True,0.3333333333333333,45000.0
22.0,91234.0,Mortgage,6.0,Personal,B,12000.0,11.83,0.13,N,2.0,False,True,0.2727272727272727,45617.0
22.0,29120.0,Rent,1.0,Venture,B,6800.0,10.59,0.23,N,2.0,False,True,0.045454545454545456,14560.0
40.0,25000.0,Rent,0.0,Venture,C,7000.0,9.252,0.28,N,15.0,False,True,0.0,1666.6666666666667
47.0,65000.0,Rent,2.0,Education,B,9500.0,11.89,0.15,N,14.0,False,True,0.0425531914893617,4642.857142857143
22.0,22000.0,Rent,0.0,Venture,A,2000.0,7.29,0.09,N,3.0,False,True,0.0,7333.333333333333
20.0,77052.0,Mortgage,4.0,Education,B,24250.0,11.36,0.31,N,2.0,False,True,0.2,38526.0
24.0,53000.0,Rent,5.0,Education,A,5100.0,7.9,0.1,N,2.0,False,True,0.20833333333333334,26500.0
31.0,48000.0,Mortgage,8.0,Debtconsolidation,A,14400.0,7.29,0.3,N,5.0,False,True,0.25806451612903225,9600.0
22.0,25200.0,Mortgage,0.0,Medical,B,1000.0,11.48,0.04,N,3.0,True,True,0.0,8400.0
22.0,17280.0,Rent,0.0,Venture,D,3500.0,11.028,0.2,Y,4.0,True,True,0.0,4320.0
25.0,80000.0,Mortgage,5.0,Venture,A,12000.0,5.99,0.15,N,2.0,False,True,0.2,40000.0
27.0,35000.0,Mortgage,11.0,Personal,B,15000.0,12.53,0.43,N,5.0,False,True,0.4074074074074074,7000.0
26.0,50000.0,Rent,2.0,Venture,A,7000.0,9.63,0.14,N,2.0,False,True,0.07692307692307693,25000.0
25.0,110004.0,Mortgage,9.0,Homeimprovement,A,15000.0,7.66,0.14,N,4.0,False,True,0.36,27501.0
21.0,53000.0,Own,5.0,Medical,A,3000.0,7.51,0.06,N,4.0,False,True,0.23809523809523808,13250.0
36.0,48000.0,Mortgage,6.0,Venture,A,1500.0,8.9,0.03,N,16.0,False,True,0.16666666666666666,3000.0
34.0,57000.0,Rent,1.0,Education,B,10000.0,11.14,0.18,N,8.0,False,True,0.029411764705882353,7125.0
25.0,91200.0,Mortgage,9.0,Personal,A,6000.0,7.68,0.07,N,4.0,False,True,0.36,22800.0
31.0,95000.0,Rent,2.0,Education,C,2500.0,13.72,0.03,Y,10.0,False,True,0.06451612903225806,9500.0
38.0,18720.0,Own,22.0,Venture,B,2500.0,11.86,0.13,N,16.0,False,True,0.5789473684210527,1170.0
23.0,99996.0,Rent,3.0,Debtconsolidation,A,22000.0,7.88,0.22,N,4.0,False,True,0.13043478260869565,24999.0
29.0,48000.0,Mortgage,4.0,Homeimprovement,A,5000.0,5.99,0.1,N,8.0,False,True,0.13793103448275862,6000.0
23.0,23000.0,Rent,3.0,Education,C,12700.0,14.27,0.55,Y,4.0,True,True,0.13043478260869565,5750.0
33.0,47360.0,Rent,5.0,Personal,D,4500.0,15.58,0.1,N,5.0,False,True,0.15151515151515152,9472.0
28.0,114000.0,Mortgage,4.0,Debtconsolidation,A,12000.0,11.382,0.11,N,5.0,False,True,0.14285714285714285,22800.0
24.0,79500.0,Rent,2.0,Venture,D,7500.0,16.89,0.09,N,4.0,True,True,0.08333333333333333,19875.0
24.0,38700.0,Rent,2.0,Debtconsolidation,B,10000.0,12.824000000000002,0.26,N,3.0,False,True,0.08333333333333333,12900.0
21.0,31776.0,Mortgage,5.0,Venture,A,6000.0,8.9,0.19,N,3.0,False,True,0.23809523809523808,10592.0
27.0,60000.0,Own,4.0,Medical,B,10425.0,9.45,0.17,N,8.0,False,True,0.14814814814814814,7500.0
30.0,65000.0,Mortgage,3.0,Venture,D,20000.0,16.77,0.31,Y,6.0,False,True,0.1,10833.333333333334
25.0,49000.0,Rent,2.0,Medical,A,7750.0,9.63,0.16,N,4.0,False,True,0.08,12250.0
26.0,43200.0,Rent,5.0,Education,C,3200.0,14.35,0.07,Y,4.0,False,True,0.19230769230769232,10800.0
23.0,40000.0,Rent,6.0,Education,B,15000.0,11.71,0.38,N,3.0,True,True,0.2608695652173913,13333.333333333334
25.0,23387.0,Rent,2.0,Personal,A,10000.0,7.51,0.43,N,4.0,True,True,0.08,5846.75
48.0,64430.0,Mortgage,14.0,Medical,D,15000.0,10.972,0.23,Y,12.0,True,True,0.2916666666666667,5369.166666666667
24.0,40000.0,Own,7.0,Education,C,2000.0,12.53,0.05,N,4.0,False,True,0.2916666666666667,10000.0
26.0,90000.0,Mortgage,3.0,Personal,C,3200.0,13.22,0.04,N,4.0,False,True,0.11538461538461539,22500.0
33.0,44000.0,Rent,1.0,Education,D,7500.0,12.92,0.17,Y,6.0,True,True,0.030303030303030304,7333.333333333333
24.0,130000.0,Own,8.0,Venture,B,22800.0,11.836000000000002,0.18,N,3.0,False,True,0.3333333333333333,43333.333333333336
25.0,60000.0,Mortgage,2.0,Personal,B,10000.0,12.21,0.17,N,3.0,False,True,0.08,20000.0
28.0,42000.0,Rent,0.0,Education,B,12000.0,11.11,0.29,N,9.0,False,True,0.0,4666.666666666667
24.0,30000.0,Rent,0.0,Personal,B,12000.0,11.48,0.4,N,3.0,True,True,0.0,10000.0
36.0,123000.0,Mortgage,1.0,Debtconsolidation,D,2500.0,14.91,0.02,Y,14.0,True,True,0.027777777777777776,8785.714285714286
28.0,92000.0,Mortgage,12.0,Venture,F,24500.0,18.3,0.27,N,7.0,False,True,0.42857142857142855,13142.857142857143
41.0,21000.0,Rent,0.0,Medical,B,3000.0,12.932,0.14,N,15.0,False,True,0.0,1400.0
29.0,33048.0,Rent,2.0,Medical,C,1800.0,12.53,0.05,N,8.0,False,True,0.06896551724137931,4131.0
43.0,58000.0,Mortgage,4.0,Education,C,9000.0,13.22,0.16,Y,14.0,False,True,0.09302325581395349,4142.857142857143
23.0,24000.0,Rent,1.0,Venture,B,5000.0,11.48,0.21,N,4.0,False,True,0.043478260869565216,6000.0
